GENE_NAME,GENE_SYMBOL,FLYBASE_PRIMARY,spot
CG15800,CG15800,FBgn0034904,706
CG6066,CG6066,FBgn0039488,707
CG18146,CG18146,FBgn0028939,708
CG8525,CG8525,FBgn0033735,709
CG8666,Tsp39D,FBgn0032943,710
CG2120,CG2120,FBgn0030005,711
CG12115,CG12115,FBgn0030097,712
CG14243,CG14243,FBgn0039444,713
CG13084,CG13084,FBgn0032788,714
CG12438,CG12438,FBgn0032065,715
CG11835,CG11835,FBgn0031264,716
CG11849,dan,FBgn0039286,717
CG30021,skf,FBgn0050021,718
CG11048,CG11048,FBgn0034487,719
CG7846,CG7846,FBgn0030877,720
CG1379,CG1379,FBgn0031124,721
CG5391,CG5391,FBgn0038943,722
CG2980,thoc5,FBgn0034939,723
CG15427,tutl,FBgn0010473,724
CG11367,CG11367,FBgn0037185,725
CG7915,Ect4,FBgn0035835,726
null,Amplicon Hits Multiple Gene Regions,,727
CG16976,CG16976,FBgn0035366,728
CG14508,CG14508,FBgn0039651,729
CG14517,&bgr;4GalTB,FBgn0039625,730
CG9793,CG9793,FBgn0037620,731
CG12861,CG12861,FBgn0033953,732
CG2652,CG2652,FBgn0025838,733
CG8431,Aats-cys,FBgn0027091,734
CG11229,CG11229,FBgn0031138,735
CG4756,CG4756,FBgn0030788,736
CG17802,CG17802,FBgn0038549,737
CG31660,CG31660,FBgn0051660,738
CG17527,GstE5,FBgn0063495,739
CG1049,Cct1,FBgn0041342,740
CG3540,Cyp4d14,FBgn0023541,741
CG6325,CG6325,FBgn0037814,742
CG17122,CG17122,FBgn0036962,743
CG15185,CG15185,FBgn0037449,744
Barcode Element,,,745
CG4830,CG4830,FBgn0037996,746
CG6932,CSN6,FBgn0028837,747
CG4558,CG4558,FBgn0029914,748
CG13345,RacGAP50C,FBgn0033881,749
CG6679,Or94b,FBgn0039034,750
CG16853,CG16853,FBgn0028941,751
CG8166,unc-5,FBgn0034013,752
CG32383,CG32383,FBgn0052383,753
CG33279,CG33279,FBgn0053279,754
CG31161,CG31161,FBgn0051161,755
CG11307,CG11307,FBgn0037106,756
CG3682,PIP5K59B,FBgn0034789,757
CG7225,wbl,FBgn0004003,758
CG17032,CG17032,FBgn0036547,759
CG6959,CG6959,FBgn0037956,760
CG12181,Sgs4,FBgn0003374,761
CG18437,CG18437,FBgn0039536,762
CG5970,CG5970,FBgn0033842,763
CG32611,CG32611,FBgn0052611,764
CG5949,DNApol-&dgr;,FBgn0012066,765
null,-,,766
CG18173,CG18173,FBgn0035265,767
CG12385,&thgr;Try,FBgn0011555,768
CG17257,CG17257,FBgn0031495,769
CG31267,CG31267,FBgn0051267,770
CG5798,CG5798,FBgn0038862,771
CG9997,CG9997,FBgn0039597,772
CG10001,AR-2,FBgn0039595,773
null,Amplicon Hits Multiple Gene Regions,,774
CG15435,CG15435,FBgn0031608,775
CG32742,l(1)G0148,FBgn0028360,776
CG14955,CG14955,FBgn0035399,777
CG1844,SelG,FBgn0030350,778
CG30431,CG30431,FBgn0050431,779
CG6232,CG6232,FBgn0032252,780
CG9467,CG9467,FBgn0037758,781
CG31137,CCR4,FBgn0039168,782
CG2017,CG2017,FBgn0037391,783
CG2791,CG2791,FBgn0037533,784
Barcode Element,,,785
CG31992,CG31992,FBgn0051992,786
CG10344,CG10344,FBgn0034729,787
CG2112,CG2112,FBgn0039880,788
CG13702,AlCR2,FBgn0036789,789
CG12609,CG12609,FBgn0030952,790
CG10081,CG10081,FBgn0034441,791
CG8284,UbcD4,FBgn0015321,792
CG30004,CG30004,FBgn0050004,793
CG10877,CG10877,FBgn0038804,794
null,No Amplicon Gene Matches,,795
CG8183,Khc-73,FBgn0019968,796
CG7101,CG7101,FBgn0030963,797
CG10267,CG10267,FBgn0037446,798
CG4523,CG4523,FBgn0029891,799
CG11951,CG11951,FBgn0039656,800
CG12983,CG12983,FBgn0037040,801
CG11672,CG11672,FBgn0037563,802
CG5027,CG5027,FBgn0036579,803
CG32556,CG32556,FBgn0052556,804
CG7692,CG7692,FBgn0036714,805
CG8690,CG8690,FBgn0033297,806
CG5065,CG5065,FBgn0034145,807
CG17161,grp,FBgn0011598,808
CG13048,CG13048,FBgn0036593,809
CG10583,Sse,FBgn0035627,810
CG11007,CG11007,FBgn0034455,811
CG6014,CG6014,FBgn0027542,812
CG17035,GXIVsPLA2,FBgn0036545,813
CG4587,CG4587,FBgn0028863,814
CG3244,CG3244,FBgn0031629,815
CG17894,cnc,FBgn0000338,816
CG12437,raw,FBgn0003209,817
CG33095,CG33095,FBgn0053095,818
CG13653,CG13653,FBgn0039288,819
CG8646,CG8646,FBgn0033763,820
CG8145,CG8145,FBgn0037617,821
CG11892,CG11892,FBgn0039313,822
CG5366,CG5366,FBgn0027568,823
CG13661,CG13661,FBgn0039285,824
Barcode Element,,,825
CG11723,CG11723,FBgn0031391,826
CG10236,LanA,FBgn0002526,827
CG3389,Cad88C,FBgn0038247,828
CG10245,Cyp6a20,FBgn0033980,829
CG13685,CG13685,FBgn0035816,830
CG11617,CG11617,FBgn0031232,831
CG13693,CG13693,FBgn0031235,832
CG3424,CG3424,FBgn0036007,833
CG17362,CG17362,FBgn0036393,834
CG32912,CG32912,FBgn0052912,835
CG13251,CG13251,FBgn0037014,836
CG31633,CG31633,FBgn0051633,837
CG13772,neuroligin,FBgn0031866,838
CG8281,CG8281,FBgn0035824,839
CG11395,CG11395,FBgn0034200,840
CG33484,zormin,FBgn0052311,841
CG12388,&kgr;Try,FBgn0043471,842
CG12390,dare,FBgn0015582,843
CG9063,CG9063,FBgn0028500,844
CG12009,CG12009,FBgn0035430,845
CG3240,Rad1,FBgn0026778,846
CG13991,CG13991,FBgn0031785,847
CG9565,Nep3,FBgn0031081,848
CG16998,CG16998,FBgn0035795,849
CG4030,CG4030,FBgn0034585,850
CG3445,phol,FBgn0035997,851
CG3696,kis,FBgn0001309,852
CG4258,dbe,FBgn0020305,853
CG9447,CG9447,FBgn0033110,854
CG3697,mei-9,FBgn0002707,855
CG3253,CG3253,FBgn0041706,856
CG1246,CG1246,FBgn0035360,857
CG32297,CG32297,FBgn0052297,858
CG14493,CG14493,FBgn0034287,859
CG14502,CG14502,FBgn0034321,860
CG13958,CG13958,FBgn0032825,861
CG11873,CG11873,FBgn0039633,862
CG5808,CG5808,FBgn0027617,863
CG8902,CG8902,FBgn0031886,864
Barcode Element,,,865
CG5569,CG5569,FBgn0034919,866
CG13552,CG13552,FBgn0034864,867
null,-,,868
CG9240,CG9240,FBgn0030669,869
CG12492,CG12492,FBgn0039123,870
CG17737,CG17737,FBgn0035423,871
null,-,,872
CG31349,pyd,FBgn0003177,873
CG14952,CG14952,FBgn0035377,874
CG10874,CG10874,FBgn0031395,875
CG4087,RpLP1,FBgn0002593,876
CG14966,CG14966,FBgn0035415,877
CG14989,CG14989,FBgn0035495,878
CG9761,Nep2,FBgn0027570,879
CG12162,CG12162,FBgn0037329,880
CG9771,Dip2,FBgn0040466,881
CG13128,CG13128,FBgn0032183,882
CG4869,&bgr;Tub97EF,FBgn0003890,883
CG12921,mRpL42,FBgn0033480,884
CG17224,CG17224,FBgn0031489,885
CG8680,CG8680,FBgn0031684,886
CG1943,CG1943,FBgn0037468,887
CG10102,CG10102,FBgn0033927,888
CG3955,CG3955,FBgn0033793,889
CG32169,CG32169,FBgn0052169,890
CG14497,CG14497,FBgn0034298,891
CG4288,CG4288,FBgn0038799,892
CG8486,CG8486,FBgn0031993,893
CG13169,CG13169,FBgn0033704,894
CG13504,CG13504,FBgn0034699,895
CG18063,CG18063,FBgn0028856,896
CG15538,Osi23,FBgn0039771,897
CG3059,NTPase,FBgn0024947,898
CG15128,CG15128,FBgn0034467,899
CG5072,Cdk4,FBgn0016131,900
CG17107,CG17107,FBgn0032281,901
CG5577,CG5577,FBgn0036759,902
CG12548,nompB,FBgn0016919,903
CG2152,Pcmt,FBgn0015276,904
Barcode Element,,,905
CG15529,CG15529,FBgn0039748,906
CG5140,CG5140,FBgn0034314,907
CG4484,CG4484,FBgn0035968,908
CG1961,CG1961,FBgn0030264,909
CG1789,CG1789,FBgn0030063,910
CG6300,CG6300,FBgn0038730,911
CG10112,CG10112,FBgn0033942,912
CG3931,Rrp4,FBgn0034879,913
CG18476,CG18476,FBgn0037931,914
CG5784,Mapmodulin,FBgn0034282,915
CG13396,fy,FBgn0001084,916
CG3694,G&ggr;30A,FBgn0028433,917
CG1128,&agr;-Est9,FBgn0015577,918
null,No Amplicon Gene Matches,,919
CG2241,CG2241,FBgn0039788,920
CG32532,CG32532,FBgn0052532,921
CG32685,CG32685,FBgn0052685,922
CG8993,CG8993,FBgn0035334,923
CG8844,Pdsw,FBgn0021967,924
CG6955,Lcp65Ad,FBgn0020641,925
CG33174,CG33174,FBgn0053174,926
CG32810,CG32810,FBgn0025394,927
CG14798,CG14798,FBgn0029588,928
CG3062,CG3062,FBgn0025612,929
null,No Amplicon Gene Matches,,930
CG11333,CG11333,FBgn0039850,931
CG15494,CG15494,FBgn0040971,932
CG17161,grp,FBgn0011598,933
CG15461,CG15461,FBgn0040649,934
CG17320,ScpX,FBgn0015808,935
CG14981,mge,FBgn0035473,936
CG5359,CG5359,FBgn0037773,937
CG2204,G-o&agr;47A,FBgn0001122,938
CG31345,CG31345,FBgn0051345,939
CG13680,CG13680,FBgn0040834,940
CG13306,CG13306,FBgn0040828,941
CG32239,Gef64C,FBgn0035574,942
CG13319,CG13319,FBgn0033781,943
CG2013,UbcD6,FBgn0004436,944
Barcode Element,,,945
CG31085,CG31085,FBgn0051085,946
CG14883,CG14883,FBgn0038432,947
CG5969,CG5969,FBgn0036998,948
CG13439,dpr,FBgn0040726,949
CG30491,CG30491,FBgn0050491,950
null,-,,951
null,-,,952
CG7668,CG7668,FBgn0036929,953
CG32112,CG32112,FBgn0052112,954
CG3938,CycE,FBgn0010382,955
CG15323,CG15323,FBgn0040784,956
CG14483,CG14483,FBgn0034248,957
CG31052,CG31052,FBgn0051052,958
CG31022,PH4&agr;EFB,FBgn0039776,959
CG17765,CG17765,FBgn0033529,960
CG7604,Eig71Ee,FBgn0004592,961
CG31919,CG31919,FBgn0031674,962
CG12600,CG12600,FBgn0038254,963
CG10761,CG10761,FBgn0030015,964
CG9031,CG9031,FBgn0028546,965
CG4084,l(2)not,FBgn0011297,966
CG12835,CG12835,FBgn0033142,967
CG2302,nAcR&agr;-7E,FBgn0015519,968
CG14205,CG14205,FBgn0031034,969
CG9822,CG9822,FBgn0034623,970
CG14302,CG14302,FBgn0038647,971
CG17059,CG17059,FBgn0040754,972
null,spotting_soln,null,973
CG4027,Act5C,FBgn0000042,974
null,spotting_soln,null,975
null,Ambion_Spike_1,null,976
null,Ambion_Spike_2,null,977
null,no_primer,null,978
T:Scer\GAL4,T:Scer\GAL4,FBgn0026021,979
null,Arab_Spike_12,null,980
CG1578,CG1578,FBgn0030336,981
CG3556,CG3556,FBgn0029708,982
CG15208,CG15208,FBgn0030247,983
CG14645,CG14645,FBgn0040687,984
CG14660,CG14660,FBgn0037285,985
CG9601,CG9601,FBgn0037578,986
CG32096,rols,FBgn0041096,987
CG18648,CG18648,FBgn0036473,988
CG32354,CG32354,FBgn0052354,989
CG7506,CG7506,FBgn0035805,990
CG14186,CG14186,FBgn0036935,991
CG5620,CG5620,FBgn0036268,992
null,No Amplicon Gene Matches,,993
CG10761,CG10761,FBgn0030015,994
CG33087,CG33087,FBgn0053087,995
CG14657,CG14657,FBgn0037282,996
CG9663,CG9663,FBgn0031516,997
CG14804,CG14804,FBgn0014411,998
CG14956,CG14956,FBgn0035403,999
CG15470,CG15470,FBgn0029731,1000
CG6155,Roe1,FBgn0014877,1001
CG17068,CG17068,FBgn0031098,1002
CG6175,CG6175,FBgn0036152,1003
CG31973,CG31973,FBgn0051973,1004
Barcode Element,,,1005
CG31562,CG31562,FBgn0051562,1006
CG15479,CG15479,FBgn0032493,1007
CG11999,CG11999,FBgn0037312,1008
CG33519,CG33519,FBgn0053519,1009
CG7655,CG7655,FBgn0038536,1010
CG6757,SH3PX1,FBgn0040475,1011
CG4594,CG4594,FBgn0032161,1012
CG1165,LysS,FBgn0004430,1013
CG10908,CG10908,FBgn0031376,1014
CG6043,CG6043,FBgn0032497,1015
CG13192,CG13192,FBgn0033653,1016
CG7059,CG7059,FBgn0038957,1017
CG11377,CG11377,FBgn0031217,1018
CG32389,CG32389,FBgn0052389,1019
CG6467,Jon65Aiv,FBgn0035664,1020
CG18627,&bgr;ggt-II,FBgn0028970,1021
CG4871,ST6Gal,FBgn0035050,1022
CG32064,CG32064,FBgn0052064,1023
CG13404,CG13404,FBgn0030559,1024
CG1688,CG1688,FBgn0027589,1025
CG3699,CG3699,FBgn0040349,1026
CG16753,CG16753,FBgn0035393,1027
CG10662,CG10662,FBgn0032832,1028
CG7736,Syx6,FBgn0037084,1029
CG33298,CG33298,FBgn0032120,1030
CG11044,CG11044,FBgn0034484,1031
CG5629,CG5629,FBgn0027595,1032
CG2161,Rga,FBgn0017550,1033
CG17818,rdgB&bgr;,FBgn0027872,1034
CG5093,Doc3,FBgn0035954,1035
CG6933,CG6933,FBgn0036952,1036
CG14839,CG14839,FBgn0038219,1037
CG15368,CG15368,FBgn0030104,1038
CG9031,CG9031,FBgn0028546,1039
CG1845,CG1845,FBgn0033155,1040
CG6544,fau,FBgn0020439,1041
CG8330,tomboy40,FBgn0033074,1042
CG7672,gl,FBgn0004618,1043
CG3388,gsb,FBgn0001148,1044
Barcode Element,,,1045
CG3734,CG3734,FBgn0038700,1046
CG6220,CG6220,FBgn0033865,1047
CG32264,CG32264,FBgn0052264,1048
CG6236,CG6236,FBgn0038318,1049
CG31764,CG31764,FBgn0043841,1050
CG11173,usnp,FBgn0034913,1051
CG7626,Spt5,FBgn0040273,1052
CG15143,CG15143,FBgn0032647,1053
CG3542,CG3542,FBgn0031492,1054
CG6441,CG6441,FBgn0031920,1055
CG9582,CG9582,FBgn0032090,1056
CG8916,CG8916,FBgn0030707,1057
CG14066,larp,FBgn0040108,1058
CG2505,&agr;-Est2,FBgn0015570,1059
CG32179,Krn,FBgn0052179,1060
CG14689,CG14689,FBgn0037826,1061
CG2692,gsb-n,FBgn0001147,1062
CG15902,Ugt86Dj,FBgn0040250,1063
CG8961,tef,FBgn0043472,1064
CG9325,hts,FBgn0004873,1065
CG12525,CG12525,FBgn0036010,1066
CG5614,CG5614,FBgn0038359,1067
CG3270,CG3270,FBgn0033093,1068
CG15109,CG15109,FBgn0034416,1069
CG30420,CG30420,FBgn0050420,1070
CG14750,l(2)44Db,FBgn0022027,1071
CG2972,CG2972,FBgn0030177,1072
CG12399,Mad,FBgn0011648,1073
CG3339,CG3339,FBgn0039510,1074
CG7985,CG7985,FBgn0028499,1075
CG30296,CG30296,FBgn0050296,1076
CG10624,sinu,FBgn0010894,1077
CG15327,CG15327,FBgn0029967,1078
CG12086,cue,FBgn0011204,1079
CG18416,CG18416,FBgn0034482,1080
CG15350,CG15350,FBgn0030044,1081
CG12290,CG12290,FBgn0039419,1082
CG3941,pita,FBgn0034878,1083
CG14286,CG14286,FBgn0038673,1084
Barcode Element,,,1085
CG4140,CG4140,FBgn0028535,1086
CG3879,Mdr49,FBgn0004512,1087
CG8299,CG8299,FBgn0034052,1088
CG1867,Or98b,FBgn0039582,1089
CG5352,SmB,FBgn0010083,1090
CG8625,Iswi,FBgn0011604,1091
CG7856,CG7856,FBgn0033056,1092
CG31661,CG31661,FBgn0051661,1093
CG6565,CG6565,FBgn0032513,1094
CG17717,CG17717,FBgn0029877,1095
CG7275,CG7275,FBgn0036500,1096
CG8588,pst,FBgn0035770,1097
CG32513,bves,FBgn0031150,1098
CG18811,CG18811,FBgn0042134,1099
CG4621,CG4621,FBgn0032321,1100
CG2608,CG2608,FBgn0032870,1101
CG2621,sgg,FBgn0003371,1102
CG10901,osk,FBgn0003015,1103
CG11711,Mob1,FBgn0036172,1104
CG32041,CG32041,FBgn0052041,1105
CG11201,CG11201,FBgn0031853,1106
CG10917,fj,FBgn0000658,1107
CG3594,Eap,FBgn0035063,1108
null,No Amplicon Gene Matches,,1109
CG9528,CG9528,FBgn0031814,1110
CG5410,CG5410,FBgn0039140,1111
CG2830,Hsp60B,FBgn0011244,1112
CG2826,lectin-21Ca,FBgn0040107,1113
CG7991,CG7991,FBgn0035260,1114
CG12907,CG12907,FBgn0033511,1115
null,Amplicon Hits Multiple Gene Regions,,1116
CG10399,CG10399,FBgn0031877,1117
CG16711,CG16711,FBgn0036032,1118
CG9813,CG9813,FBgn0038143,1119
CG33456,CG33456,FBgn0053456,1120
CG1021,CG1021,FBgn0037443,1121
CG15627,CG15627,FBgn0031634,1122
CG15629,CG15629,FBgn0031630,1123
CG15634,CG15634,FBgn0031621,1124
Barcode Element,,,1125
CG3318,Dat,FBgn0019643,1126
CG11598,CG11598,FBgn0038067,1127
CG31187,CG31187,FBgn0051187,1128
CG10425,CG10425,FBgn0039304,1129
CG10158,CG10158,FBgn0031871,1130
CG1056,5-HT2,FBgn0013743,1131
CG9865,CG9865,FBgn0034649,1132
CG17274,CG17274,FBgn0038835,1133
CG18624,CG18624,FBgn0029971,1134
CG33017,CG33017,FBgn0053017,1135
CG15924,CG15924,FBgn0034111,1136
CG6393,CG6393,FBgn0034685,1137
CG11660,CG11660,FBgn0036187,1138
CG9871,CG9871,FBgn0034837,1139
CG9925,CG9925,FBgn0038191,1140
CG1988,CG1988,FBgn0037464,1141
CG4622,CG4622,FBgn0035021,1142
CG4872,CG4872,FBgn0030799,1143
CG8687,Cyp6a14,FBgn0033302,1144
CG17177,CG17177,FBgn0036440,1145
CG1817,Ptp10D,FBgn0004370,1146
CG1850,CG1850,FBgn0033154,1147
CG7740,prominin-like,FBgn0026189,1148
CG5723,Ten-m,FBgn0004449,1149
CG17571,CG17571,FBgn0032947,1150
CG4894,Ca-&agr;1D,FBgn0001991,1151
CG9117,CG9117,FBgn0031766,1152
CG1877,lin19,FBgn0015509,1153
CG1865,Spn43Ab,FBgn0024293,1154
CG9097,bab1,FBgn0004870,1155
CG17249,CG17249,FBgn0035249,1156
CG3454,Hdc,FBgn0005619,1157
CG7837,CG7837,FBgn0039696,1158
CG1887,CG1887,FBgn0035290,1159
CG5191,CG5191,FBgn0038803,1160
CG4950,CG4950,FBgn0036587,1161
CG32055,CG32055,FBgn0052055,1162
CG7897,gp210,FBgn0033039,1163
CG12797,CG12797,FBgn0033972,1164
Barcode Element,,,1165
CG8055,CG8055,FBgn0033385,1166
CG5546,CG5546,FBgn0036761,1167
CG8824,fdl,FBgn0045063,1168
CG16989,CG16989,FBgn0025621,1169
CG7899,Acph-1,FBgn0000032,1170
CG7987,CG7987,FBgn0038244,1171
CG7942,CG7942,FBgn0035838,1172
CG5799,dve,FBgn0020307,1173
null,-,,1174
CG5788,UbcD10,FBgn0026316,1175
CG13401,U26,FBgn0027780,1176
CG10825,CG10825,FBgn0038860,1177
CG2469,CG2469,FBgn0035205,1178
CG9354,RpL34b,FBgn0037686,1179
CG2247,CG2247,FBgn0030320,1180
CG2259,Gclc,FBgn0040319,1181
CG5671,Pten,FBgn0026379,1182
CG8506,CG8506,FBgn0031991,1183
CG2097,CG2097,FBgn0037371,1184
CG17230,CG17230,FBgn0046225,1185
CG17743,pho,FBgn0002521,1186
CG17064,mars,FBgn0033845,1187
CG6601,Rab6,FBgn0015797,1188
CG14763,CG14763,FBgn0033243,1189
CG32549,CG32549,FBgn0052549,1190
CG31064,CG31064,FBgn0051064,1191
CG32654,CG32654,FBgn0052654,1192
CG17660,CG17660,FBgn0031356,1193
CG15316,CG15316,FBgn0030133,1194
CG8995,PGRP-LE,FBgn0030695,1195
CG14818,CG14818,FBgn0026088,1196
CG10804,CG10804,FBgn0029663,1197
CG9712,TSG101,FBgn0036666,1198
CG14944,CG14944,FBgn0032384,1199
CG11253,CG11253,FBgn0036338,1200
CG31232,CG31232,FBgn0051232,1201
null,Amplicon Hits Multiple Gene Regions,,1202
CG7038,mRpL30,FBgn0029718,1203
CG30394,CG30394,FBgn0050394,1204
Barcode Element,,,1205
CG13002,CG13002,FBgn0030804,1206
CG11155,CG11155,FBgn0039927,1207
CG13827,CG13827,FBgn0039068,1208
CG13956,kat80,FBgn0040207,1209
CG13862,CG13862,FBgn0038942,1210
CG9921,CG9921,FBgn0030743,1211
CG5480,CG5480,FBgn0039446,1212
CG11200,CG11200,FBgn0034500,1213
CG5948,CG5948,FBgn0039386,1214
CG7958,tna,FBgn0026160,1215
CG10701,Moe,FBgn0011661,1216
CG12304,CG12304,FBgn0036515,1217
CG10629,CG10629,FBgn0035609,1218
CG9123,CG9123,FBgn0030629,1219
CG5786,ppan,FBgn0010770,1220
CG6723,CG6723,FBgn0037895,1221
CG6559,CG6559,FBgn0036081,1222
CG6647,porin,FBgn0004363,1223
CG14326,CG14326,FBgn0038528,1224
CG10664,CG10664,FBgn0032833,1225
CG7238,sip1,FBgn0024191,1226
CG14501,CG14501,FBgn0034319,1227
CG9983,Hrb98DE,FBgn0001215,1228
CG4994,Mpcp,FBgn0026409,1229
CG5382,CG5382,FBgn0038950,1230
CG11711,Mob1,FBgn0036172,1231
CG30278,CG30278,FBgn0050278,1232
CG3321,CG3321,FBgn0038224,1233
CG32499,CG32499,FBgn0052499,1234
CG14488,CG14488,FBgn0034278,1235
CG7955,CG7955,FBgn0035244,1236
CG14049,Ilp6,FBgn0044047,1237
CG17776,CG17776,FBgn0040899,1238
null,No Amplicon Gene Matches,,1239
CG17127,CG17127,FBgn0032299,1240
CG13564,CG13564,FBgn0034973,1241
CG5864,AP-1&sgr;,FBgn0039132,1242
CG4035,eIF-4E,FBgn0015218,1243
CG10733,loj,FBgn0061492,1244
Barcode Element,,,1245
CG15418,CG15418,FBgn0031554,1246
CG10863,CG10863,FBgn0027552,1247
CG15785,CG15785,FBgn0040913,1248
CG15457,Obp19c,FBgn0031111,1249
CG12683,CG12683,FBgn0040911,1250
CG6014,CG6014,FBgn0027542,1251
CG9338,CG9338,FBgn0032899,1252
CG15015,Cip4,FBgn0035533,1253
CG17962,Z600,FBgn0004052,1254
CG8021,CG8021,FBgn0037602,1255
CG33525,CG33525,FBgn0053525,1256
CG7361,RFeSP,FBgn0021906,1257
CG10242,Cyp6a23,FBgn0033978,1258
null,No Amplicon Gene Matches,,1259
CG32237,CG32237,FBgn0052237,1260
CG6840,Rpb11,FBgn0032634,1261
null,No Amplicon Gene Matches,,1262
CG13315,CG13315,FBgn0040827,1263
CG9172,CG9172,FBgn0030718,1264
CG13858,CG13858,FBgn0040585,1265
CG13457,CG13457,FBgn0036482,1266
CG12842,CG12842,FBgn0033131,1267
CG13482,CG13482,FBgn0036419,1268
CG18662,CG18662,FBgn0040963,1269
CG14240,CG14240,FBgn0039435,1270
CG13994,CG13994,FBgn0031772,1271
CG5676,CG5676,FBgn0032200,1272
CG10852,Acp63F,FBgn0015585,1273
CG4867,bc10,FBgn0040239,1274
null,No Amplicon Gene Matches,,1275
CG3576,Lag1,FBgn0040918,1276
CG2049,Pkn,FBgn0020621,1277
CG2044,Lcp4,FBgn0002535,1278
CG13888,Gr61a,FBgn0035167,1279
CG8863,CG8863,FBgn0038145,1280
CG18505,Acyp2,FBgn0038363,1281
CG13969,bwa,FBgn0045064,1282
null,No Amplicon Gene Matches,,1283
CG3278,Tif-IA,FBgn0032988,1284
Barcode Element,,,1285
CG14164,CG14164,FBgn0036057,1286
CG31875,CG31875,FBgn0051875,1287
CG6634,nmr2,FBgn0031706,1288
CG7739,CG7739,FBgn0036509,1289
CG31688,CG31688,FBgn0051688,1290
CG15920,CG15920,FBgn0034157,1291
CG32432,CG32432,FBgn0052432,1292
CG5052,pim,FBgn0003087,1293
CG9878,Tim10,FBgn0027360,1294
null,No Amplicon Gene Matches,,1295
CG13628,Rpb10,FBgn0039218,1296
null,spotting_soln,null,1297
CG4027,Act5C,FBgn0000042,1298
null,spotting_soln,null,1299
null,Ambion_Spike_3,null,1300
null,Ambion_Spike_4,null,1301
Scer\FLP1,Scer\FLP1,FBgn0014444,1302
T:Ecol\lacZ,T:Ecol\lacZ,FBgn0015311,1303
null,Arab_Spike_28,null,1304
CG18641,CG18641,FBgn0031426,1305
CG15144,CG15144,FBgn0032648,1306
CG1265,CG1265,FBgn0035517,1307
CG14589,CG14589,FBgn0033063,1308
CG31233,CG31233,FBgn0051233,1309
CG15170,CG15170,FBgn0032733,1310
CG5840,CG5840,FBgn0038516,1311
CG17564,CG17564,FBgn0032768,1312
CG9554,eya,FBgn0000320,1313
CG15153,CG15153,FBgn0032663,1314
CG5842,nan,FBgn0036414,1315
CG14041,SP555,FBgn0040280,1316
CG8925,CG8925,FBgn0038404,1317
CG14628,CG14628,FBgn0040365,1318
CG8937,Hsc70-1,FBgn0001216,1319
CG2520,lap,FBgn0026210,1320
CG17593,CG17593,FBgn0031544,1321
CG1619,,FBgn0027511,1322
null,-,,1323
CG8251,Pgi,FBgn0003074,1324
CG8024,Rab-RP1,FBgn0015788,1325
CG9631,CG9631,FBgn0027563,1326
CG14173,Ilp1,FBgn0044051,1327
CG17370,CG17370,FBgn0039381,1328
CG9486,CG9486,FBgn0031791,1329
CG9491,Gef26,FBgn0021873,1330
CG32650,CG32650,FBgn0052650,1331
CG7537,inx5,FBgn0030989,1332
CG17725,Pepck,FBgn0003067,1333
CG4753,CG4753,FBgn0036622,1334
null,Amplicon Hits Multiple Gene Regions,,1335
CG9256,Nhe2,FBgn0040297,1336
CG17237,CG17237,FBgn0031410,1337
CG16850,CG16850,FBgn0032527,1338
CG10139,CG10139,FBgn0033951,1339
CG6201,CG6201,FBgn0032343,1340
CG2615,ik2,FBgn0028633,1341
CG11198,CG11198,FBgn0033246,1342
CG4726,CG4726,FBgn0031307,1343
CG11001,FK506-bp2,FBgn0013954,1344
CG12785,CG12785,FBgn0038410,1345
CG10523,park,FBgn0041100,1346
CG10269,D19A,FBgn0022935,1347
CG6277,CG6277,FBgn0039475,1348
CG7884,CG7884,FBgn0031001,1349
CG8288,mRpL3,FBgn0030686,1350
CG12948,CG12948,FBgn0037739,1351
CG8756,CG8756,FBgn0036901,1352
null,-,,1353
CG9150,CG9150,FBgn0031775,1354
CG13982,CG13982,FBgn0031811,1355
CG3325,spn-B,FBgn0003480,1356
null,No Amplicon Gene Matches,,1357
CG2264,CG2264,FBgn0033478,1358
CG14307,fru,FBgn0004652,1359
null,Amplicon Hits Multiple Gene Regions,,1360
CG7188,CG7188,FBgn0035871,1361
CG3354,Mst77F,FBgn0000093,1362
CG33017,CG33017,FBgn0053017,1363
CG7459,Ctr1B,FBgn0062412,1364
CG4636,SCAR,FBgn0041781,1365
CG7913,PP2A-B,FBgn0042693,1366
CG8790,CG8790,FBgn0027610,1367
CG8643,rgr,FBgn0033310,1368
CG10571,ara,FBgn0015904,1369
CG7670,CG7670,FBgn0038608,1370
CG7246,CG7246,FBgn0030081,1371
CG1634,Nrg,FBgn0002968,1372
CG10305,RpS26,FBgn0004413,1373
CG16987,Alp23B,FBgn0031461,1374
CG3883,CG3883,FBgn0031281,1375
CG11738,l(1)G0004,FBgn0027334,1376
CG7291,NPC2,FBgn0031381,1377
CG4738,CG4738,FBgn0032347,1378
CG10268,CG10268,FBgn0032811,1379
CG10270,D19B,FBgn0022699,1380
CG12124,CG12124,FBgn0030112,1381
CG6549,fws,FBgn0024689,1382
CG6569,CG6569,FBgn0038909,1383
CG3753,Marcal1,FBgn0031655,1384
CG11560,CG11560,FBgn0036249,1385
CG8538,CG8538,FBgn0038223,1386
CG10120,Men,FBgn0002719,1387
CG5581,Ote,FBgn0003022,1388
CG31665,CG31665,FBgn0051665,1389
CG13596,CG13596,FBgn0035052,1390
CG7118,Jon66Ci,FBgn0035886,1391
